path,icm_role,proposed_action,target,candidate_referrers,reason,sha256
docs/audit/2026-09-08-discovery-home.md,product,Keep,docs/audit/2026-09-08-discovery-home.md,,"Historical verification evidence. Keep linked evidence, index once.",1216c73961eaa062463fab0e52add5812c839a6444b3bf2dc5f4a2702e2255ae
docs/audit/2026-09-08-equalizer.md,product,Keep,docs/audit/2026-09-08-equalizer.md,,"Historical verification evidence. Keep linked evidence, index once.",f29372d39516726a3861e8e478687ba9b47fbd0d81c702cb1d75fd90b234dea0
docs/audit/2026-09-08-fixes.md,product,Keep,docs/audit/2026-09-08-fixes.md,,"Historical verification evidence. Keep linked evidence, index once.",012e723f39f19f49290d3a0dd2e7da4ae35ea4b87d1dffdb722a29dddd8d9966
docs/audit/2026-09-08-home-redesign.md,product,Keep,docs/audit/2026-09-08-home-redesign.md,,"Historical verification evidence. Keep linked evidence, index once.",217e6e30af6e872e5a12def3ed1fdbb8fd0acb1ac49e3403a998987d880225c7
docs/audit/2026-09-08-legacy-skins.md,product,Keep,docs/audit/2026-09-08-legacy-skins.md,,"Historical verification evidence. Keep linked evidence, index once.",d630d9bfb2442242ed77aad9f92db7d320f439b04500c878566aced4a5d6ed6b
docs/audit/2026-09-08-oauth-history.md,product,Keep,docs/audit/2026-09-08-oauth-history.md,,"Historical verification evidence. Keep linked evidence, index once.",54701d742fb99161ce09ec800bd421bb069b291871c5d44cc00594ec6f5b6039
docs/audit/2026-09-08-roadmap.md,product,Keep,docs/audit/2026-09-08-roadmap.md,,"Historical verification evidence. Keep linked evidence, index once.",c62182d786131ed1488dcd4b37379276a84f52daf8c8bfaf9d130b6751763e79
docs/audit/2026-09-08-synced-lyrics.md,product,Keep,docs/audit/2026-09-08-synced-lyrics.md,,"Historical verification evidence. Keep linked evidence, index once.",d0559736bb2f32f1fa8291773b5c2045cb2a5dabcf957993aec53b2332934159
docs/audit/2026-09-08.md,product,Keep,docs/audit/2026-09-08.md,,"Historical verification evidence. Keep linked evidence, index once.",caf1bba38d4346a8531248d3fbd3c7686138db2f93fa3c5b2d559b9f485de5e2
docs/audit/2026-09-09-discovery-now-playing.md,product,Keep,docs/audit/2026-09-09-discovery-now-playing.md,,"Historical verification evidence. Keep linked evidence, index once.",4dcf6736a8820ac376b86989fe83a904c765123d26261c8d0052a17814121988
docs/audit/2026-09-09-hover-layout.md,product,Keep,docs/audit/2026-09-09-hover-layout.md,,"Historical verification evidence. Keep linked evidence, index once.",44cefa8c883bb32ff96b30148f2922dd6d9b31509fab3539c3474cee307223cc
docs/audit/2026-09-09-recovery-consistency.md,product,Keep,docs/audit/2026-09-09-recovery-consistency.md,,"Historical verification evidence. Keep linked evidence, index once.",fcc4bb9f7797bd430100d93bffa2fb6cdda2960383682a03cd55284dcf85658f
docs/audit/evidence/balance-shaded-aqua.png,product,Keep,docs/audit/evidence/balance-shaded-aqua.png,,"Historical verification evidence. Keep linked evidence, index once.",141071764016183020160b7aa394fdf8653aa9d9bc6c8e26afad065ead3884dc
docs/audit/evidence/eq-actual-range-aqua.png,product,Keep,docs/audit/evidence/eq-actual-range-aqua.png,,"Historical verification evidence. Keep linked evidence, index once.",3a24f9eb8c20d65c58bb0365fd50e39d5365059b44bb5de12bad5002da8b2e27
docs/audit/evidence/eq-final.png,product,Keep,docs/audit/evidence/eq-final.png,,"Historical verification evidence. Keep linked evidence, index once.",78a9649a81d571b2f6cf35f0a5a0ff6859a013cf6cde17f85313befb3f32702c
docs/audit/evidence/eq-native-smoke.txt,product,Keep,docs/audit/evidence/eq-native-smoke.txt,,"Historical verification evidence. Keep linked evidence, index once.",d8cb620dcde35a78d7f8c4ee55c4e140a0df6d3489620a78074f8203a17a6d73
docs/audit/evidence/eq-panel.png,product,Keep,docs/audit/evidence/eq-panel.png,,"Historical verification evidence. Keep linked evidence, index once.",4130a37f47cd52e053c03e7bb822e5153304a07deaca516aeb89a6590fe09e3c
docs/audit/evidence/eq-playing-preset.png,product,Keep,docs/audit/evidence/eq-playing-preset.png,,"Historical verification evidence. Keep linked evidence, index once.",977607247b69675f3781f042ae1d9f0aab38c91465bb9936aeda8e909fc45203
docs/audit/evidence/eq-restored-presets.png,product,Keep,docs/audit/evidence/eq-restored-presets.png,,"Historical verification evidence. Keep linked evidence, index once.",27c1f37d4624f6417399b8f3f78d701e30297614cee5e52dad5999e381f88dcd
docs/audit/evidence/eq-restored.png,product,Keep,docs/audit/evidence/eq-restored.png,,"Historical verification evidence. Keep linked evidence, index once.",0dba50ee1e5cf0529c92d74ae3ff602183ec9ceaf0ebb5e61f3622d12d2c4b73
docs/audit/evidence/eq-shade-playlist.png,product,Keep,docs/audit/evidence/eq-shade-playlist.png,,"Historical verification evidence. Keep linked evidence, index once.",5a451bd2b79b3407c88becc9942ecea8e143c2b7552a1a8786113eb1b0e06da8
docs/audit/evidence/fixed-artist-menu.png,product,Keep,docs/audit/evidence/fixed-artist-menu.png,,"Historical verification evidence. Keep linked evidence, index once.",e65a1defd7d7dd6a0150658d788181cd605cb2d0b3eb61dadf58d7669fead84c
docs/audit/evidence/fixed-create-dialog.png,product,Keep,docs/audit/evidence/fixed-create-dialog.png,,"Historical verification evidence. Keep linked evidence, index once.",21c36ac9ce488f99dac9090d5178a4e3707a6e097eb7ebec946ecc887433a9a1
docs/audit/evidence/fixed-minimum-window.png,product,Keep,docs/audit/evidence/fixed-minimum-window.png,,"Historical verification evidence. Keep linked evidence, index once.",4fcbbd9379879a7107ba07e3cab70dfefeadb239cf2dc028771a9496beb2fa62
docs/audit/evidence/fixed-probe-results.txt,product,Keep,docs/audit/evidence/fixed-probe-results.txt,,"Historical verification evidence. Keep linked evidence, index once.",8036f5f2fe519cde810ab203fc7896669bfb6e51a38d26a6d27c1facbe49135c
docs/audit/evidence/fixed-search-playlist.png,product,Keep,docs/audit/evidence/fixed-search-playlist.png,,"Historical verification evidence. Keep linked evidence, index once.",7b5027d739bf6ab2ec481c4c09f46875da070f0738808bd820e19088e992811d
docs/audit/evidence/fixed-submenu-bottom.png,product,Keep,docs/audit/evidence/fixed-submenu-bottom.png,,"Historical verification evidence. Keep linked evidence, index once.",ff6e197ebe03bae1f2bd86700d846f259e100e7c9f8ec8b5cf3e24cfc52e65cd
docs/audit/evidence/fixed-title-alignment.png,product,Keep,docs/audit/evidence/fixed-title-alignment.png,,"Historical verification evidence. Keep linked evidence, index once.",14abf707415c97abb17e975fa1e94d5808948161efe202dd6384ba0407066dd0
docs/audit/evidence/legacy-AmigaPPC-dark.png,product,Keep,docs/audit/evidence/legacy-AmigaPPC-dark.png,,"Historical verification evidence. Keep linked evidence, index once.",a3b745fa360385bb037fb6b4bf5d17313df423261b69a1fdbd9b3aa58ea35b44
docs/audit/evidence/legacy-AmigaPPC-dark.txt,product,Keep,docs/audit/evidence/legacy-AmigaPPC-dark.txt,,"Historical verification evidence. Keep linked evidence, index once.",45eaf16b28ea220f5138706fd658a0d8f5e1ec76bf4841c4dba9ea110f350258
docs/audit/evidence/legacy-Green-Dimension-V2.png,product,Keep,docs/audit/evidence/legacy-Green-Dimension-V2.png,,"Historical verification evidence. Keep linked evidence, index once.",ae3ad4e0036964f3aa56e7754248340fa8b8d84241f87d81a0b3983aff220377
docs/audit/evidence/legacy-Green-Dimension-V2.txt,product,Keep,docs/audit/evidence/legacy-Green-Dimension-V2.txt,,"Historical verification evidence. Keep linked evidence, index once.",b8dafe154de31c8e13875a84f4e60d2c1158e3df7d21d8262bf1f0ec1c3fc9ed
docs/audit/evidence/legacy-MacOSXAqua1-5.png,product,Keep,docs/audit/evidence/legacy-MacOSXAqua1-5.png,,"Historical verification evidence. Keep linked evidence, index once.",1952fc65741c81ffdb42d04243b5780d07ee4731de75aa1026b27b4412b8c11c
docs/audit/evidence/legacy-MacOSXAqua1-5.txt,product,Keep,docs/audit/evidence/legacy-MacOSXAqua1-5.txt,,"Historical verification evidence. Keep linked evidence, index once.",d4184f72a13a91d447091e003b0d972d5648d05d6ab6017843d6885980b31070
docs/audit/evidence/legacy-TopazAmp1-2.png,product,Keep,docs/audit/evidence/legacy-TopazAmp1-2.png,,"Historical verification evidence. Keep linked evidence, index once.",77c3b3d7e4b38dfbf010c0a54ae9c51c77d43288b1caef54b45b144eb9cbfea1
docs/audit/evidence/legacy-TopazAmp1-2.txt,product,Keep,docs/audit/evidence/legacy-TopazAmp1-2.txt,,"Historical verification evidence. Keep linked evidence, index once.",4e7feb096a0786fa27dbd8b35d899fc376c021ced6c52f3d8a5755ef9a0c7148
docs/audit/evidence/legacy-ZaxonRemake1-0.png,product,Keep,docs/audit/evidence/legacy-ZaxonRemake1-0.png,,"Historical verification evidence. Keep linked evidence, index once.",2c52a24518ff22bc2793e6ab3cec9bd53214601fa2af06e1c48f4095f343e501
docs/audit/evidence/legacy-ZaxonRemake1-0.txt,product,Keep,docs/audit/evidence/legacy-ZaxonRemake1-0.txt,,"Historical verification evidence. Keep linked evidence, index once.",41f48811c3e09d0bae44d99f96d2682d256372b07cd163676c7ae3234c40cf64
docs/audit/evidence/legacy-amiga-original-main.png,product,Keep,docs/audit/evidence/legacy-amiga-original-main.png,,"Historical verification evidence. Keep linked evidence, index once.",de79d998c10480745e4a33bad7083c24eab407d9685c930e6d277aed8a5fbcce
docs/audit/evidence/legacy-base-2.91.png,product,Keep,docs/audit/evidence/legacy-base-2.91.png,,"Historical verification evidence. Keep linked evidence, index once.",306cf460db875b7aed801b793212f6bd4f3725a007d17fc9e268ec2bf62ebbf9
docs/audit/evidence/legacy-base-2.91.txt,product,Keep,docs/audit/evidence/legacy-base-2.91.txt,,"Historical verification evidence. Keep linked evidence, index once.",6ecf5478590529a0a7cac22327e5576a6d21577920824adf7bca603142084cdc
docs/audit/evidence/legacy-skin-sha256.txt,product,Keep,docs/audit/evidence/legacy-skin-sha256.txt,,"Historical verification evidence. Keep linked evidence, index once.",35cc2b3b22db904b83a779bd6ad20de524734a33baacaecfcd6f8bb3f91a74a9
docs/audit/evidence/lyrics-availability.txt,product,Keep,docs/audit/evidence/lyrics-availability.txt,,"Historical verification evidence. Keep linked evidence, index once.",46dcc34e0cc7aa8d51ccb2b15c92021b02bda25f1439403e5dc46c2e7fea5974
docs/audit/evidence/menubar-main.txt,product,Keep,docs/audit/evidence/menubar-main.txt,,"Historical verification evidence. Keep linked evidence, index once.",46d82f49313201272b65bd92ed312e907b5b5f9b9b23bb5bca155c5793d2bfcb
docs/audit/evidence/menubar-winamp.txt,product,Keep,docs/audit/evidence/menubar-winamp.txt,,"Historical verification evidence. Keep linked evidence, index once.",46d82f49313201272b65bd92ed312e907b5b5f9b9b23bb5bca155c5793d2bfcb
docs/audit/evidence/minimum-window.png,product,Keep,docs/audit/evidence/minimum-window.png,,"Historical verification evidence. Keep linked evidence, index once.",45027977def481407a777ecf9529ae9bfae5e2218f01c5959e1e2ebd784f8584
docs/audit/evidence/playlist-submenu.png,product,Keep,docs/audit/evidence/playlist-submenu.png,,"Historical verification evidence. Keep linked evidence, index once.",6ac175261ee9f3bdfa1e8f42a97009871220cc41989588ac224e4e03aa3afc75
docs/audit/evidence/probe-results.txt,product,Keep,docs/audit/evidence/probe-results.txt,,"Historical verification evidence. Keep linked evidence, index once.",c60e55546412beff4c75b50bea0f77d4430e31d7def11343cfe34103f4a3442a
docs/audit/evidence/queue-main-delete.png,product,Keep,docs/audit/evidence/queue-main-delete.png,,"Historical verification evidence. Keep linked evidence, index once.",75a0c9353594271172e65ac4d3af04cea81ec09813667fbee8f70d1b364e4001
docs/audit/evidence/queue-main-drag-menu.png,product,Keep,docs/audit/evidence/queue-main-drag-menu.png,,"Historical verification evidence. Keep linked evidence, index once.",d14892aefbee7623019193751390adf42f259f2373e8aafb590a9ec5125bf2e4
docs/audit/evidence/queue-main-range.png,product,Keep,docs/audit/evidence/queue-main-range.png,,"Historical verification evidence. Keep linked evidence, index once.",ff88f6ca181c02d9efda48b56751aa71ba3abb917addb6093f11e1f35b082437
docs/audit/evidence/queue-skins.txt,product,Keep,docs/audit/evidence/queue-skins.txt,,"Historical verification evidence. Keep linked evidence, index once.",bddf30dbd3dab748e0f844f50576e02105058c36a902abdadd5d0d65cd73ad19
docs/audit/evidence/queue-winamp-drag-menu.png,product,Keep,docs/audit/evidence/queue-winamp-drag-menu.png,,"Historical verification evidence. Keep linked evidence, index once.",5562b8e1571278102ca3f5d44384efa1858e86e5ca6376b26410e8b53114becb
docs/audit/evidence/region-green.png,product,Keep,docs/audit/evidence/region-green.png,,"Historical verification evidence. Keep linked evidence, index once.",64cf93ca59898791a3bde2092abcf9ba081b1d3e9677ae7ef870527c132c8dd2
docs/audit/evidence/roadmap-skins.txt,product,Keep,docs/audit/evidence/roadmap-skins.txt,,"Historical verification evidence. Keep linked evidence, index once.",270604eab75af2c15d7941c20d7836cc5f863a47640b57186bd04922e527feab
docs/audit/evidence/skin-compat-probe.txt,product,Keep,docs/audit/evidence/skin-compat-probe.txt,,"Historical verification evidence. Keep linked evidence, index once.",6097206a21c893c06466375301678ce4be0dc88212fdb21aa328046beec258cb
docs/audit/evidence/skin-followup-native-smoke.txt,product,Keep,docs/audit/evidence/skin-followup-native-smoke.txt,,"Historical verification evidence. Keep linked evidence, index once.",d8cb620dcde35a78d7f8c4ee55c4e140a0df6d3489620a78074f8203a17a6d73
docs/audit/evidence/transition-measure.txt,product,Keep,docs/audit/evidence/transition-measure.txt,,"Historical verification evidence. Keep linked evidence, index once.",99c5191a179d9b67ce9e9116fbc718afbf646831838a647f517f7c7363bb0582
docs/audit/evidence/transitions-native.txt,product,Keep,docs/audit/evidence/transitions-native.txt,,"Historical verification evidence. Keep linked evidence, index once.",95bda07cf94bc94cb9c44f43ec3d2db5179bf53e59792d38216a677b939da54f
docs/audit/evidence/transitions-next.png,product,Keep,docs/audit/evidence/transitions-next.png,,"Historical verification evidence. Keep linked evidence, index once.",261f89b395800f02eea8b3d8669757fd1cb4af91855840271ebead9ce6b60bc3
docs/audit/evidence/winamp-crash.txt,product,Keep,docs/audit/evidence/winamp-crash.txt,,"Historical verification evidence. Keep linked evidence, index once.",f38764170960527f9eb8519d5271f897f0eae1ec7f19bd9b96d50f7c02a5737c
docs/audit/evidence/winamp-keyboard.png,product,Keep,docs/audit/evidence/winamp-keyboard.png,,"Historical verification evidence. Keep linked evidence, index once.",579ffeba172c9ac1c1bf54a02f3c0d96e39c163e38a670633d121240f24e08af
docs/implementation-queue.md,contract,Consolidate after link check,docs/implementation-queue.md,,Separate current contracts from completed plans. Preserve historical references.,7c79fdee23bb7e6ca33cc727a1964ef25dd1a88e6f23b40f1e18f35b566dce68
docs/plans/browse-and-autoplay.md,contract,Consolidate after link check,docs/plans/browse-and-autoplay.md,,Separate current contracts from completed plans. Preserve historical references.,0082c63191124519be3bf951829def914b39a50eb0bedb0c014aa7acce1f7a21
docs/plans/library-actions.md,contract,Consolidate after link check,docs/plans/library-actions.md,,Separate current contracts from completed plans. Preserve historical references.,6542e597c62b0f9583ba5d317d7a2a3cff661ad804dc683e1298a9dfdf25254a
docs/plans/streaming-start.md,contract,Consolidate after link check,docs/plans/streaming-start.md,,Separate current contracts from completed plans. Preserve historical references.,6cfbdae1b18ab0d31cdc0d00fbbf1823db35a75a46e20d3211ea86c4a6ebe8a3
docs/plans/winamp-skins.md,contract,Consolidate after link check,docs/plans/winamp-skins.md,,Separate current contracts from completed plans. Preserve historical references.,c504cb742292a5bcdeaa8867dc29e928ca59bd113ae64e1f787f46da6e03e87f
examples/audit_probe.rs,factory,Keep pending probe consolidation,examples/audit_probe.rs,docs/audit/2026-09-08.md,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,5751f590e77e511737971586a529aaf9c206717f70f78445394148f9331338d1
examples/auth_probe.rs,factory,Keep pending probe consolidation,examples/auth_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,344a04844ba3aa9591a9d794bfbad28ed56a3c74246b2f8ee2192fefab80371c
examples/browse_probe.rs,factory,Keep pending probe consolidation,examples/browse_probe.rs,docs/plans/browse-and-autoplay.md,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,944a041434c96b81f6342810002d722acd933114c7bea9496461017acb0c1e87
examples/chain_probe.rs,factory,Keep pending probe consolidation,examples/chain_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,402f35781cc7ff12a317bf4d377866e0e600c22532d26749c38374e6cb299855
examples/cover_probe.rs,factory,Keep pending probe consolidation,examples/cover_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,b8825cefc599395895f85ae99bdb97a0ee9b1b4d1bfe1d21cd5ac6ccb0ceeaca
examples/default_skin.rs,factory,Keep pending probe consolidation,examples/default_skin.rs,THIRD_PARTY.md | docs/plans/winamp-skins.md | src/skin/mod.rs,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,8efaf8186d870bc2b41653435cdea47a12a709f7bfec316307a3ddd9e08a8a0b
examples/discovery_integration_probe.rs,factory,Keep pending probe consolidation,examples/discovery_integration_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,0933f5b3006330c2527ad727783f4db27f52f031245bc1af8f142aa30f5d3090
examples/discovery_preview.rs,factory,Keep pending probe consolidation,examples/discovery_preview.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,42d5b9dba103119bb445c9447596aea9ed2b3b82367630e29ab3bc55f8018c29
examples/library_dump.rs,factory,Keep pending probe consolidation,examples/library_dump.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,50133b833cabc3bb4660ac70c3d99804666bbf695175ff63437da155db3e0676
examples/lyrics_probe.rs,factory,Keep pending probe consolidation,examples/lyrics_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,0774f0ff155416c944aa1b3a5ba1f9cdaf98ee3aa01ecf3e5fb91f0fccbcd006
examples/oauth_discovery_probe.rs,factory,Keep pending probe consolidation,examples/oauth_discovery_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,8dfe9535f17055f7de4f52f662dae5d0f68b034814052fa741f1a1c2a4617d02
examples/oauth_history_probe.rs,factory,Keep pending probe consolidation,examples/oauth_history_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,fddd1c9be8d3cb4bfb0ec3c06d316b5b372a2b86d3fb1e6b370542c3063d7873
examples/oauth_probe.rs,factory,Keep pending probe consolidation,examples/oauth_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,4936a60fda464d73fd373b296530732219a3c5cfc6401fc475553da266b65dc5
examples/search_dump.rs,factory,Keep pending probe consolidation,examples/search_dump.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,f7f5d967a22a13d3a320eb8c3ee5b1715c2dc797acd6185e94b3c7feedd8fcdf
examples/skin_compat_probe.rs,factory,Keep pending probe consolidation,examples/skin_compat_probe.rs,docs/audit/2026-09-08-legacy-skins.md,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,98208f8a8240d7427e94d39cc4b37c6563ce21034a84e9a2f346435354617d7b
examples/skin_probe.rs,factory,Keep pending probe consolidation,examples/skin_probe.rs,,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,e93a683fdfec28e131b161d9855eff4c9075e2b9c362f62acfb2307731d20ee5
examples/stream_probe.rs,factory,Keep pending probe consolidation,examples/stream_probe.rs,docs/plans/streaming-start.md,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,5614b0c053d0155ac4372e320cd4a52f3015d5e16e711503aac59f43a3ec1177
examples/write_probe.rs,factory,Keep pending probe consolidation,examples/write_probe.rs,docs/plans/library-actions.md,Cargo auto-discovers this executable. Keep command compatibility until all callers are known.,f3cc0a69f9739615cf46a8c7a0b40117c0e08cada9f95db7dec958786e022d69
research/2026-09-08-youtube-discovery.md,factory,Keep,research/2026-09-08-youtube-discovery.md,,Reference research,9691a39b9cb7dcd9b9450edc9ef5fc9fb52717b249dcf275734df3939b9aa8eb
research/hp-lpg-escalation.md,product,Hold for owner archive choice,research/hp-lpg-escalation.md,,Unrelated personal document. Do not delete or relocate without explicit owner choice.,08a804a60188c583233196ac76c986b684b07bdf07b7746cddb2a6476a25b681
rustfmt.toml,factory,Keep,rustfmt.toml,,"Source, test, asset, or build input",7e1c845eb4c10735ee1060760592a18b47a53aaf45e63b7e0932c005b523a6ea
rustypipe_cache.json,product,"Redirect writer, snapshot, then untrack",OS cache / ytamp / rustypipe,,Live default writer uses current directory. Change writer first. Archive existing bytes outside repo before removal.,88798f45f624a00da0c1733dd99db18b8f8dc01c3b832a85fbf77c29d0643d93
rustypipe_reports/2026-09-01_14-12-10_ERR.json,product,"Redirect writer, snapshot, then untrack",OS cache / ytamp / rustypipe,,Live default writer uses current directory. Change writer first. Archive existing bytes outside repo before removal.,420c186ecb1620397ec4c04129a8a5b45af5921714667e2497b1d83eb1966d8f
scripts/smoke-menubar.swift,factory,Keep,scripts/smoke-menubar.swift,docs/audit/2026-09-08-roadmap.md,"Source, test, asset, or build input",386d0c88b6098e750a8542b1592310f5465d5c404bb0ccb99a365e3f5c70d74d
scripts/smoke-winamp.swift,factory,Keep,scripts/smoke-winamp.swift,README.md | docs/audit/2026-09-08-equalizer.md,"Source, test, asset, or build input",633fb9078effb0c1fe43e4b0f470bc9996cb9fbc29cc55d57e08b55e8704280d
src/api/convert.rs,factory,Keep,src/api/convert.rs,docs/plans/browse-and-autoplay.md | src/api/discovery.rs | src/api/history.rs | src/api/mod.rs | src/api/search_parse.rs,"Source, test, asset, or build input",814a8d232783a8bf5353fc096facf2892482eb0b74c6b10ef387799883248117
src/api/discovery.rs,factory,Split behind existing module API,"src/api/discovery/{mod,renderers,entries,tests}.rs",docs/audit/2026-09-08-discovery-home.md | examples/discovery_preview.rs | src/api/mod.rs | src/api/official.rs | src/core/action.rs | src/core/effect.rs | src/core/mod.rs | src/core/state.rs | src/core/update.rs | src/library_cache.rs | src/ui/home.rs | src/ui/mod.rs,Measured or adjacent responsibility boundary. Preserve Rust module path and imports.,0d371747e17ac2fa8ff5a4807cc99f3b5e20e1737863bf746a0a4c28412952c0
src/api/history.rs,factory,Keep,src/api/history.rs,src/api/mod.rs | src/api/official.rs,"Source, test, asset, or build input",c221271a49492a78b5b7e0b79cc2006e18f7a08ae7ddcfb96add494255d08f1d
src/api/lyrics.rs,factory,Keep,src/api/lyrics.rs,examples/lyrics_probe.rs | src/api/mod.rs | src/app.rs | src/core/action.rs | src/core/mod.rs | src/core/state.rs | src/core/update.rs | src/runtime.rs | src/ui/mod.rs | src/ui/now_playing.rs,"Source, test, asset, or build input",a8a4c3d8c7ea4c456f8df6ff2596de28e0385b0d7d60a4567cdb66658d7ea095
src/api/mod.rs,factory,Keep,src/api/mod.rs,examples/browse_probe.rs | examples/lyrics_probe.rs | examples/oauth_probe.rs | examples/skin_compat_probe.rs | examples/write_probe.rs | src/api/convert.rs | src/api/lyrics.rs | src/api/official.rs | src/api/search_parse.rs | src/core/action.rs | src/core/effect.rs | src/core/mod.rs | src/core/queue.rs | src/core/state.rs | src/core/update.rs | src/library_cache.rs | src/media_keys.rs | src/player/mod.rs | src/runtime.rs | src/stream/rustypipe.rs | src/ui/album.rs | src/ui/artist.rs | src/ui/home.rs | src/ui/library.rs | src/ui/player_bar.rs | src/ui/playlist.rs | src/ui/queue.rs | src/ui/rows.rs | src/ui/search.rs | src/ui/winamp/mod.rs | src/ui/winamp/playlist.rs,"Source, test, asset, or build input",0cf99c0f2c96fa28505876aeb4a06051b4866158b3f5acf366506ba9f15c4c6b
src/api/official.rs,factory,Split behind existing module API,"src/api/official/{mod,transport,library,collections,tests}.rs",src/api/mod.rs,Measured or adjacent responsibility boundary. Preserve Rust module path and imports.,df23c9c8828c6a8dd00dbb78ff96ac57ebc2afdf6f482e821934723ebdd52602
src/api/search_parse.rs,factory,Keep,src/api/search_parse.rs,src/api/mod.rs,"Source, test, asset, or build input",a3a01a95544b286ac8258887045faefc2559e3a76189827c674bf4d0ad236ca1
src/app.rs,factory,Keep,src/app.rs,docs/audit/2026-09-08.md | docs/plans/winamp-skins.md | src/core/update.rs | src/lib.rs | src/ui/components.rs | src/ui/home.rs | src/ui/player_bar.rs,"Source, test, asset, or build input",04f0df27243d8472385bd6a54a1cb0ece35ac0f4db35d1c248fc962eb9cbf9f2
src/auth.rs,factory,Keep,src/auth.rs,examples/auth_probe.rs | examples/browse_probe.rs | examples/cover_probe.rs | examples/discovery_integration_probe.rs | examples/oauth_discovery_probe.rs | examples/oauth_history_probe.rs | examples/oauth_probe.rs | examples/search_dump.rs | examples/write_probe.rs | src/api/mod.rs | src/api/official.rs | src/lib.rs | src/runtime.rs,"Source, test, asset, or build input",a8cfd7318f814936d92eafb35917fda269a8e4c1cd671b2317db6d86cb15c76b
src/core/action.rs,factory,Keep,src/core/action.rs,docs/audit/2026-09-08.md | src/app.rs | src/core/mod.rs | src/core/update.rs | src/main.rs | src/media_keys.rs | src/player/mod.rs | src/runtime.rs | src/ui/album.rs | src/ui/artist.rs | src/ui/library.rs | src/ui/mod.rs | src/ui/player_bar.rs | src/ui/playlist.rs | src/ui/queue.rs | src/ui/rows.rs | src/ui/search.rs | src/ui/winamp/mod.rs | src/ui/winamp/playlist.rs,"Source, test, asset, or build input",6b6cce6eef1dc5c1c58b891b0e9f7f8210183e64f05d14f279757f3aeed5ca6d
